idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
1332,The find my mouse tool Raymond Chen did recently does a double ctrl to fire.,double ctrl to fire,The find my mouse tool Raymond Chen did recently does uses two crtl keys to click.,The find my mouse tool Raymond Chen did recently plays a gentle melody to notify.,double ctrl to fire,,idiom
1621,"Yes this makes sense, and I also had the same thought, but all the names I tried ended up with double negatives.",double negatives,"Yes this makes sense, and I also had the same thought, but all the names I tried ended up conveying the opposite","Yes this makes sense, and I also had the same thought, but all the crops I cultivated yielded double the expected produce.",double negatives,,idiom
534,I feel the double stash could cause problems or otherwise unexpected behaviour.,double stash,I feel that saving the temporary changes twice could cause problems or otherwise unexpected behaviour.,I feel that having two alarm systems could potentially create problems or otherwise unexpected behavior.,double stash,,idiom
346,"Forgive my ignorance, I've never fully dove into webpack myself.",dove into webpack,"Forgive my ignorance, I've never worked on webpack energetically.","Forgive my ignorance, I've never fully dived into swimming myself.",dove into webpack,,idiom
1606,Yeah it was surprising to me that the model wouldn't just be a drop in replacement for the UI events.,drop in replacement,Yeah it was surprising to me that the model wouldn't just be a software change for the UI events.,Yeah it was surprising to me that the model would require additional work beyond replacing the UI events.,drop in replacement,,idiom
1363,The Tool Window _Test Explorer_ does not activate the drop zones.,drop zones,The Tool Window _Test Explorer_ does not activate the collection points,The Tool Window _Test Explorer_ does not activate the parachute drop zones for skydivers.,drop zones,,idiom
1134,So it is just good to be capable of dropping root yourself.,dropping root,So it is just good to be capable of granting priveledges yourself.,"While gardening, it is important to be capable of dropping root yourself for efficient planting.",dropping root,,idiom
1399,This confused me at first I thought it was a dud tool.,dud tool,This confused me at first I thought it was a faulty instrument,"When I tried to use the hammer, I realized it was a dud tool with a broken handle.",dud tool,,metaphor
288,Currently 0xFF is the only undocumented key code we use for dummy keys,dummy keys,Currently '0xFF' is the only undoccumented key code we use as a placeholder,Currently 0xFF is the only undocumented key code we use for reserved keys,dummy keys,,idiom
1020,Now you get to have Puff Daddy dump your variables.,dump,Now you get to have Puff Daddy save your variables.,Now you get to have Puff Daddy entertain your guests.,dump,,metaphor
1459,"This looks almost good, but unfortunately, it will make that block of code be executed twice when eager load happens.",eager load,"This looks almost good, but unfortunately, it will make that section of code be executed twice when everything is run","This looks almost good, but disposing of it properly will make that bin of garbage be emptied when the waste collection happens.",eager load,,idiom
1416,"This is a bit too much of a hack, I think - it would be easy to break this accidentally.","too much of a hack, easy to break","This is not a reliable solution, I think - it would not work as expected reliably.","This is a bit too much of a masterpiece, I think - it would be challenging to recreate this accidentally.",easy to break,too much of a hack,idiom
804,If we're just going to eat the error here it probably isn't worth having this here at all.,"eat the error, at all",If we're just going to ignore the error here it probably isn't worth having this here in any way.,"If we're just going to tolerate the fault here, it probably isn't worth maintaining this system at all.",eat the error,at all,idiom
1155,something is eating a lot more memory in post 2.5.2 releases.,eating a lot more memory,something is occupies a lot more memory in post 2.5.2 releases.,My dog is eating a lot more food in post-surgery.,eating a lot more memory,,idiom
984,My problem is fixed but just wondering what was eating up the memory.,eating up the memory,My problem is fixed but just wondering what was consuming all the memory.,My problem is fixed but just wondering what was eating my garden plants.,eating up the memory,,idiom
